id,Full_Name,taxon_name,taxon_name_original,taxname_source,Old_Name,Family,Subfamily_Tribe,Composite_Taxon,Size_mm,NRE,Winged,Aquatic,Feeding_Guild,Microhabitat,Introduced_Native
1446,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF04,,Molytinae Genus 'Litter-grp' BF04,,Exeiratus.BF4,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1447,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF05,,Molytinae Genus 'Litter-grp' BF05,,Exeiratus.BF5,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1448,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF06,,Molytinae Genus 'Litter-grp' BF06,,Exeiratus.BF6,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1449,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF07,,Molytinae Genus 'Litter-grp' BF07,,Exeiratus.BF7,Curculionidae,Molyinae,No,3,Yes,No,No,Detrivore,Geophilous,Native
1450,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF09,,Molytinae Genus 'Litter-grp' BF09,,Exeiratus.BF9,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1451,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF10,,Molytinae Genus 'Litter-grp' BF10,,Exeiratus.BF10,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1452,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF11,,Molytinae Genus 'Litter-grp' BF11,,Exeiratus.BF11,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1453,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF12,,Molytinae Genus 'Litter-grp' BF12,,Exeiratus.BF12,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1454,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF13,,Molytinae Genus 'Litter-grp' BF13,,Exeiratus.BF13,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1455,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF14,,Molytinae Genus 'Litter-grp' BF14,,Exeiratus.BF14,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1456,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF15,,Molytinae Genus 'Litter-grp' BF15,,Exeiratus.BF15,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1457,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF16,,Molytinae Genus 'Litter-grp' BF16,,Exeiratus.BF16,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1458,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF17,,Molytinae Genus 'Litter-grp' BF17,,Exeiratus.BF17,Curculionidae,Molyinae,No,2,Yes,No,No,Detrivore,Geophilous,Native
1459,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF18,,Molytinae Genus 'Litter-grp' BF18,,Exeiratus.BF18,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1460,CURC: Molytinae: Molytinae Genus 'Litter-grp' BF19,,Molytinae Genus 'Litter-grp' BF19,,Exeiratus.BF19,Curculionidae,Molyinae,No,2.5,Yes,No,No,Detrivore,Geophilous,Native
1475,CURC: Molytinae: Molytinae nr. Mandalotina (was Unknown BF26) ,,Molytinae nr. Mandalotina,,nr.Mandalotina,Curculionidae,Notiomimetini,No,4.5,Possible,No,No,Herbivore,Geophilous,Native
562,ELAT: Monocrepidus BF01 (Elaterid BF16),,Monocrepidus BF01,,Elaterid.BF16,Elateridae,,No,23,No,Yes,No,Various,Ground/Vegetation,Native
563,ELAT: Monocrepidus BF02 (Elaterid BF10),,Monocrepidus BF02,,Elaterid.BF10,Elateridae,,No,18,No,Yes,No,Various,Ground/Vegetation,Native
564,ELAT: Monocrepidus BF03 (Elaterid BF28),,Monocrepidus BF03,,Elaterid.BF28,Elateridae,,No,16,No,Yes,No,Various,Ground/Vegetation,Native
565,ELAT: Monocrepidus BF04 (Elaterid BF02/BF09/BF11/BF15),,Monocrepidus BF04,,Elaterid.BF02,Elateridae,,No,12,No,Yes,No,Various,Ground/Vegetation,Native
566,ELAT: Monocrepidus BF05 (Elaterid BF18),,Monocrepidus BF05,,Elaterid.BF18,Elateridae,,No,9,No,Yes,No,Various,Ground/Vegetation,Native
567,ELAT: Monocrepidus BF06 (Elaterid BF35),,Monocrepidus BF06,,Elaterid.BF35,Elateridae,,No,11,No,Yes,No,Various,Ground/Vegetation,Native
568,ELAT: Monocrepidus BF07 (Elaterid BF13),,Monocrepidus BF07,,Elaterid.BF13,Elateridae,,No,9.5,No,Yes,No,Various,Ground/Vegetation,Native
569,ELAT: Monocrepidus BF08 (Elaterid BF23),,Monocrepidus BF08,,Elaterid.BF23,Elateridae,,No,18,No,Yes,No,Various,Ground/Vegetation,Native
570,ELAT: Monocrepidus BF09 (Elaterid BF21),,Monocrepidus BF09,,Elaterid.BF21,Elateridae,,No,10,No,Yes,No,Various,Ground/Vegetation,Native
571,ELAT: Monocrepidus BF10 (Elaterid BF26b),,Monocrepidus BF10,,Elaterid.BF26,Elateridae,,No,6,No,Yes,No,Various,Ground/Vegetation,Native
572,ELAT: Monocrepidus BF11 (Elaterid BF30/BF37),,Monocrepidus BF11,,Elaterid.BF30,Elateridae,,No,8,No,Yes,No,Various,Ground/Vegetation,Native
561,ELAT: Monocrepidus nr. discoidalis (Elaterid BF20),,Monocrepidus nr. discoidalis,,Elaterid.BF20,Elateridae,,No,7.5,No,Yes,No,Various,Ground/Vegetation,Native
974,CHRYSO: Galerucinae: Monolepta BF01,,Monolepta BF01,,Galerucinae.Monolepta.BF1,Chyrsomelidae,Galerucinae,No,3,No,Yes,No,Herbivore,Vegetation,Native
975,CHRYSO: Galerucinae: Monolepta BF02,,Monolepta BF02,,Galerucinae.Monolepta.BF2,Chyrsomelidae,Galerucinae,No,2.5,No,Yes,No,Herbivore,Vegetation,Native
976,CHRYSO: Galerucinae: Monolepta BF03,,Monolepta BF03,,Galerucinae.Monolepta.BF3,Chyrsomelidae,Galerucinae,No,3,No,Yes,No,Herbivore,Vegetation,Native
977,CHRYSO: Galerucinae: Monolepta BF04,,Monolepta BF04,,Galerucinae.Monolepta.BF4,Chyrsomelidae,Galerucinae,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
978,CHRYSO: Galerucinae: Monolepta BF05,,Monolepta BF05,,Galerucinae.Monolepta.BF5,Chyrsomelidae,Galerucinae,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
979,CHRYSO: Galerucinae: Monolepta BF07,,Monolepta BF07,,Galerucinae.Monolepta.BF7,Chyrsomelidae,Galerucinae,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
980,CHRYSO: Galerucinae: Monolepta BF08,,Monolepta BF08,,Galerucinae.Monolepta.BF8,Chyrsomelidae,Galerucinae,No,2,No,Yes,No,Herbivore,Vegetation,Native
981,CHRYSO: Galerucinae: Monolepta BF09,,Monolepta BF09,,Galerucinae.Monolepta.BF9,Chyrsomelidae,Galerucinae,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
982,CHRYSO: Galerucinae: Monolepta BF10,,Monolepta BF10,,Galerucinae.Monolepta.BF10,Chyrsomelidae,Galerucinae,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
772,MORD: Mordellid BF01,,Mordellid BF01,,Mordellid.BF01,Mordellidae,,No,2.5,No,Yes,No,Various,Vegetation,Native
773,MORD: Mordellid BF02,,Mordellid BF02,,Mordellid.BF02,Mordellidae,,No,2.5,No,Yes,No,Various,Vegetation,Native
774,MORD: Mordellid BF03,,Mordellid BF03,,Mordellid.BF03,Mordellidae,,No,5,No,Yes,No,Various,Vegetation,Native
775,MORD: Mordellid BF04,,Mordellid BF04,,Mordellid.BF04,Mordellidae,,No,4.5,No,Yes,No,Various,Vegetation,Native
776,MORD: Mordellid BF05,,Mordellid BF05,,Mordellid.BF05,Mordellidae,,No,4.5,No,Yes,No,Various,Vegetation,Native
777,MORD: Mordellid BF06,,Mordellid BF06,,Mordellid.BF06,Mordellidae,,No,8,No,Yes,No,Various,Vegetation,Native
778,MORD: Mordellid BF07,,Mordellid BF07,,Mordellid.BF07,Mordellidae,,No,3.5,No,Yes,No,Various,Vegetation,Native
779,MORD: Mordellid BF08,,Mordellid BF08,,Mordellid.BF08,Mordellidae,,No,5,No,Yes,No,Various,Vegetation,Native
780,MORD: Mordellid BF09,,Mordellid BF09,,Mordellid.BF09,Mordellidae,,No,4.5,No,Yes,No,Various,Vegetation,Native
781,MORD: Mordellid BF10,,Mordellid BF10,,Mordellid.BF10,Mordellidae,,No,4,No,Yes,No,Various,Vegetation,Native
782,MORD: Mordellid BF11,,Mordellid BF11,,Mordellid.BF11,Mordellidae,,No,3,No,Yes,No,Various,Vegetation,Native
716,MYRA: Myrabolia BF01,,Myrabolia BF01,,Myrabolia.BF01,Myraboliidae,,No,3,Possible,Yes,No,Fungivore,Geophilous,Native
717,MYRA: Myrabolia BF02,,Myrabolia BF02,,Myrabolia.BF01,Myraboliidae,,No,2.5,Possible,Yes,No,Fungivore,Geophilous,Native
718,MYRA: Myrabolia BF03,,Myrabolia BF03,,Myrabolia.BF01,Myraboliidae,,No,2,Possible,Yes,No,Fungivore,Geophilous,Native
389,LEIO: Camiarini: Myrimcholeva BF01,,Myrimcholeva BF01,,Myrimcholeva.BF01,Leiodidae,Camiarini,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
880,ZOPH: Naumanaria BF01,,Naumanaria BF01,,Naumanaria.BF01,Zopheridae,Colydiinae,No,3.5,No,Yes,No,Detrivore,Dead Wood,Native
591,EUCN: Nematodes BF01 (Eucnemid BF06),,Nematodes BF01,,Eucnemid.BF06,Eucnemidae,,No,7,Possible,Yes,No,Detritivore,Dead Wood,Native
390,LEIO: Camiarini: Neopelatops BF01,,Neopelatops BF01,,Neopelatops.sp.1,Leiodidae,Camiarini,No,3,No,Yes,No,Fungivore,Geophilous,Native
983,CHRYSO: Galerucinae: Neorupilia BF01 (was Monolepta BF4),,Neorupilia BF01,,Monolepta.BF4,Chyrsomelidae,Galerucinae,No,2.5,No,Yes,No,Herbivore,Vegetation,Native
984,CHRYSO: Galerucinae: Neorupilia BF02 (was Monolepta BF4b),,Neorupilia BF02,,Monolepta.BF4b,Chyrsomelidae,Galerucinae,No,2,No,Yes,No,Herbivore,Vegetation,Native
657,SALP: Neosalpingus BF01,,Neosalpingus BF01,,Salpingid.BF1,Salpingidae,Salpinginae,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
538,BUPR: Neospades sp. (Buprestrid BF02),,Neospades BF01,,Buprestrid.BF02,Buprestidae,,No,5,No,Yes,No,Phytophage,Vegetation,Native
985,CHRYSO: Galerucinae: Nisotra BF01 (Galerucinae BF3),,Nisotra BF01,,Galerucinae.BF3,Chyrsomelidae,Galerucinae,No,3.5,No,Yes,No,Herbivore,Vegetation,Native
843,TEN: ADEL: Nolicima BF01,,Nolicima BF01,,Nolicima.BF01,Tenebrionidae,Adeliini,No,6,Possible,No,No,Detrivore,Geophilous,Native
844,TEN: ADEL: Nolicima BF02,,Nolicima BF02,,Nolicima.BF02,Tenebrionidae,Adeliini,No,7.5,Possible,No,No,Detrivore,Geophilous,Native
845,TEN: ADEL: Nolicima BF04 (Adeliini BF06),,Nolicima BF04,,Nolicima.BF,Tenebrionidae,Adeliini,No,7.5,Possible,No,No,Detrivore,Geophilous,Native
33,CAR: HARP: Notiobia BF01 (Harpaline BF08) ,,Notiobia BF01,,Harpaline.BF08,Carabidae,Harpalini,No,7,No,Yes,No,Predator,Geophilous,Native
34,CAR: HARP: Notiobia BF02 (Harpaline BF09) ,,Notiobia BF02,,Harpaline.BF09,Carabidae,Harpalini,No,11,No,Yes,No,Predator,Geophilous,Native
35,CAR: HARP: Notiobia BF03 (Harpaline BF14) ,,Notiobia BF03,,Harpaline.BF14,Carabidae,Harpalini,No,8,No,Yes,No,Predator,Geophilous,Native
36,CAR: HARP: Notiobia BF04 (Harpaline BF16) ,,Notiobia BF04,,Harpaline.BF16,Carabidae,Harpalini,No,9.5,No,Yes,No,Predator,Geophilous,Native
37,CAR: HARP: Notiobia BF05 (Harpaline BF17) ,,Notiobia BF05,,Harpaline.BF17,Carabidae,Harpalini,No,10,No,Yes,No,Predator,Geophilous,Native
145,HYDRO: Notocercyon spp.,,Notocercyon spp.,,NOTOCERCYON,Hydrophilidae,Megasternini,Yes,2,No,Yes,No,Detritivore,Dung/Detrivore,Native
77,CAR: PLAT: Notogonum BF01,,Notogonum BF01,,Notogonum.BF01,Carabidae,Platynini,No,11,No,Yes,No,Predator,Geophilous,Native
150,HYDRO: Notohydrus BF01,,Notohydrus BF01,,Notohydrus.BF01,Hydrophilidae,Anacaenini,No,4,No,Yes,Yes,Predator,Aquatic,Native
97,CAR: PTER: Notonomus aeques grp. (BF34),,Notonomus aeques grp. (BF34),,Notonomus.BF34,Carabidae,Pterosctichini,No,15,Possible,No,No,Predator,Geophilous,Native
89,CAR: PTER: Notonomus aeques-grp. (BF02),,Notonomus aeques-grp. (BF02),,Notonomus.BF2.aeques,Carabidae,Pterosctichini,No,22,No,No,No,Predator,Geophilous,Native
90,CAR: PTER: Notonomus aeques-grp. (BF02b),,Notonomus aeques-grp. (BF02b),,Notonomus.BF2b.aeques,Carabidae,Pterosctichini,No,20,No,No,No,Predator,Geophilous,Native
91,CAR: PTER: Notonomus aeques-grp. (BF02c),,Notonomus aeques-grp. (BF02c),,Notonomus.BF2b.aeques,Carabidae,Pterosctichini,No,20,No,No,No,Predator,Geophilous,Native
92,CAR: PTER: Notonomus aeques-grp. (BF12),,Notonomus aeques-grp. (BF12),,Notonomus.BF12,Carabidae,Pterosctichini,No,21,Possible,No,No,Predator,Geophilous,Native
93,CAR: PTER: Notonomus aeques-grp. (BF14),,Notonomus aeques-grp. (BF14),,Notonomus.BF14,Carabidae,Pterosctichini,No,20,Possible,No,No,Predator,Geophilous,Native
94,CAR: PTER: Notonomus aeques-grp. (BF17),,Notonomus aeques-grp. (BF17),,Notonomus.BF17,Carabidae,Pterosctichini,No,20,Possible,No,No,Predator,Geophilous,Native
95,CAR: PTER: Notonomus aeques-grp. (BF18),,Notonomus aeques-grp. (BF18),,Notonomus.BF18,Carabidae,Pterosctichini,No,19,Possible,No,No,Predator,Geophilous,Native
98,CAR: PTER: Notonomus BF03,,Notonomus BF03,,Notonomus.BF3,Carabidae,Pterosctichini,No,20,No,No,No,Predator,Geophilous,Native
99,CAR: PTER: Notonomus BF03b,,Notonomus BF03b,,Notonomus.BF3,Carabidae,Pterosctichini,No,20,No,No,No,Predator,Geophilous,Native
100,CAR: PTER: Notonomus BF03c,,Notonomus BF03c,,Notonomus.BF3c,Carabidae,Pterosctichini,No,20,Possible,No,No,Predator,Geophilous,Native
101,CAR: PTER: Notonomus BF07,,Notonomus BF07,,Notonomus.BF7,Carabidae,Pterosctichini,No,23,Possible,No,No,Predator,Geophilous,Native
102,CAR: PTER: Notonomus BF19,,Notonomus BF19,,Notonomus.BF19,Carabidae,Pterosctichini,No,18,Possible,No,No,Predator,Geophilous,Native
103,CAR: PTER: Notonomus BF20,,Notonomus BF20,,Notonomus.BF20,Carabidae,Pterosctichini,No,19,Possible,No,No,Predator,Geophilous,Native
104,CAR: PTER: Notonomus BF21,,Notonomus BF21,,Notonomus.BF21,Carabidae,Pterosctichini,No,19,Possible,No,No,Predator,Geophilous,Native
105,CAR: PTER: Notonomus BF23 ,,Notonomus BF23 ,,Notonomus.BF23,Carabidae,Pterosctichini,No,20,No,No,No,Predator,Geophilous,Native
106,CAR: PTER: Notonomus BF24 ,,Notonomus BF24 ,,Notonomus.BF24,Carabidae,Pterosctichini,No,22,Possible,No,No,Predator,Geophilous,Native
107,CAR: PTER: Notonomus BF26 ,,Notonomus BF26 ,,Notonomus.BF26,Carabidae,Pterosctichini,No,17,Possible,No,No,Predator,Geophilous,Native
108,CAR: PTER: Notonomus BF28 ,,Notonomus BF28 ,,Notonomus.BF28,Carabidae,Pterosctichini,No,20,Possible,No,No,Predator,Geophilous,Native
109,CAR: PTER: Notonomus BF29 ,,Notonomus BF29 ,,Notonomus.BF29,Carabidae,Pterosctichini,No,23,Possible,No,No,Predator,Geophilous,Native
110,CAR: PTER: Notonomus BF30 ,,Notonomus BF30 ,,Notonomus.BF30,Carabidae,Pterosctichini,No,20,Possible,No,No,Predator,Geophilous,Native
111,CAR: PTER: Notonomus BF31 ,,Notonomus BF31 ,,Notonomus.BF31,Carabidae,Pterosctichini,No,20,Possible,No,No,Predator,Geophilous,Native
112,CAR: PTER: Notonomus BF32 ,,Notonomus BF32 ,,Notonomus.BF32,Carabidae,Pterosctichini,No,21,Possible,No,No,Predator,Geophilous,Native
113,CAR: PTER: Notonomus BF33,,Notonomus BF33,,Notonomus.BF33,Carabidae,Pterosctichini,No,15,Possible,No,No,Predator,Geophilous,Native
87,CAR: PTER: Notonomus nr. variicollis BF15,,Notonomus nr. variicollis,,Notonomus.BF15,Carabidae,Pterosctichini,No,19,Possible,No,No,Predator,Geophilous,Native
96,CAR: PTER: Notonomus violaceus-grp. (BF01),,Notonomus violaceus-grp. (BF01),,Notonomus.BF1,Carabidae,Pterosctichini,No,25,No,No,No,Predator,Geophilous,Native
193,STAPH: PAED: Oedichirus BF01,,Oedichirus BF01,,Oedichirus.BF01,Staphylinidae,Paederinae,No,10,No,Yes,No,Predator,Geophilous,Native
1265,CURC: Hyperini: Oleana BF01 (was Unknown BF10),,Oleana BF01,,Oleana.BF01,Curculionidae,Hyperini,No,3,No,Yes,No,Herbivore,Vegetation,Native
1266,CURC: Hyperini: Oleana BF02 (was Unknown BF23),,Oleana BF02,,Oleana.BF,Curculionidae,Hyperini,No,3,No,Yes,No,Herbivore,Vegetation,Native
436,TROG: Omorgus BF01,,Omorgus BF01,,Omorgus.BF01,Trogidae,,No,17,No,Yes,No,Detritivore,Geophilous,Native
437,TROG: Omorgus BF02,,Omorgus BF02,,Omorgus.BF02,Trogidae,,No,17,No,Yes,No,Xylophage,Geophilous,Native
467,SCARAB: SCARAB: Onthophagus BF05,,Onthophagus BF05,,Onthophagus.BF05,Scarabaeidae,Scarabaeinae,No,13,No,Yes,No,Detritivore,Dung,Native
469,SCARAB: SCARAB: Onthophagus BF07,,Onthophagus BF07,,Onthophagus.BF07,Scarabaeidae,Scarabaeinae,No,7,No,Yes,No,Detritivore,Dung,Native
1477,CURC: Molytinae: Opsittus BF01 (Unknown BF01),,Opsittus BF01,,Opsittus.BF01,Curculionidae,Molyinae,No,4.5,Possible,No,No,Herbivore,Geophilous,Native
728,MELAN: Orchesia BF1,,Orchesia BF1,,Orchesia.BF1,Melandryidae,,No,3,Possible,Yes,No,Fungivore,Geophilous,Native
729,MELAN: Orchesia BF2,,Orchesia BF2,,Orchesia.BF2,Melandryidae,,No,3,Possible,Yes,No,Fungivore,Geophilous,Native
658,SALP: Orphanotrophium BF01,,Orphanotrophium BF01,,Salpingid.BF2,Salpingidae,Salpinginae,No,2.5,No,Yes,No,Fungivore,Geophilous,Native
659,SALP: Orphanotrophium BF02,,Orphanotrophium BF02,,Salpingid.BF3,Salpingidae,Salpinginae,No,2,No,Yes,No,Fungivore,Geophilous,Native
665,CORY: Orthoperini,,Orthoperini spp.,,ORTHOPERINI,Corylophidae,Orthoperini,Yes,1,No,Yes,No,Fungivore,Various,Native
1481,CURC: Orthorhinini: Orthorhinus BF01,,Orthorhinus BF01,,Orthorhinini.BF01,Curculionidae,Orthorhinini,No,9,No,Yes,No,Herbivore,Vegetation,Native
175,STAPH: OSOR: Osorius BF1,,Osorius BF1,,Osorius.type.BF1,Staphylinidae,Osoriinae,No,5,No,Yes,No,Detritivore,Dead Wood,Native
864,TEN: CYPH: Pachycoelia spp.,,Pachycoelia spp.,,Pachycoelia.BF1,Tenebrionidae,Cyphaleini,Yes,21,No,Yes,No,Detrivore,Vegetation,Native
194,STAPH: PAED: Paederus BF01,,Paederus BF01,,Paederus.BF01,Staphylinidae,Paederinae,No,9.5,No,Yes,No,Predator,Geophilous,Native
195,STAPH: PAED: Paederus BF02,,Paederus BF02,,Paederus.BF02,Staphylinidae,Paederinae,No,8,No,Yes,No,Predator,Geophilous,Native
296,STAPH: PSEL: Tyrini: Palimbolus BF01,,Palimbolus BF01,,Palimbolus.BF1,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
297,STAPH: PSEL: Tyrini: Palimbolus BF02,,Palimbolus BF02,,Palimbolus.BF2,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
298,STAPH: PSEL: Tyrini: Palimbolus BF03,,Palimbolus BF03,,Palimbolus.BF3,Staphylinidae,Tyrini,No,3.5,Possible,No,No,Predator,Geophilous,Native
299,STAPH: PSEL: Tyrini: Palimbolus BF04,,Palimbolus BF04,,Palimbolus.BF4,Staphylinidae,Tyrini,No,2.5,Possible,No,No,Predator,Geophilous,Native
300,STAPH: PSEL: Tyrini: Palimbolus BF05,,Palimbolus BF05,,Palimbolus.BF5,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
301,STAPH: PSEL: Tyrini: Palimbolus BF06,,Palimbolus BF06,,Palimbolus.BF6,Staphylinidae,Tyrini,No,2.5,Possible,No,No,Predator,Geophilous,Native
302,STAPH: PSEL: Tyrini: Palimbolus BF07,,Palimbolus BF07,,Palimbolus.BF7,Staphylinidae,Tyrini,No,3.5,Possible,No,No,Predator,Geophilous,Native
303,STAPH: PSEL: Tyrini: Palimbolus BF08,,Palimbolus BF08,,Palimbolus.BF8,Staphylinidae,Tyrini,No,4,Possible,No,No,Predator,Geophilous,Native
304,STAPH: PSEL: Tyrini: Palimbolus BF09,,Palimbolus BF09,,Palimbolus.BF9,Staphylinidae,Tyrini,No,2.5,Possible,No,No,Predator,Geophilous,Native
305,STAPH: PSEL: Tyrini: Palimbolus BF10,,Palimbolus BF10,,Palimbolus.BF10,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
306,STAPH: PSEL: Tyrini: Palimbolus BF11,,Palimbolus BF11,,Palimbolus.BF11,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
307,STAPH: PSEL: Tyrini: Palimbolus BF12,,Palimbolus BF12,,Palimbolus.BF12,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
308,STAPH: PSEL: Tyrini: Palimbolus BF13,,Palimbolus BF13,,Palimbolus.BF13,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
309,STAPH: PSEL: Tyrini: Palimbolus BF14,,Palimbolus BF14,,Palimbolus.BF14,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
310,STAPH: PSEL: Tyrini: Palimbolus BF15,,Palimbolus BF15,,Palimbolus.BF15,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
311,STAPH: PSEL: Tyrini: Palimbolus BF16,,Palimbolus BF16,,Palimbolus.BF16,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
312,STAPH: PSEL: Tyrini: Palimbolus BF17,,Palimbolus BF17,,Palimbolus.BF17,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
313,STAPH: PSEL: Tyrini: Palimbolus BF18,,Palimbolus BF18,,Palimbolus.BF18,Staphylinidae,Tyrini,No,3,Possible,No,No,Predator,Geophilous,Native
314,STAPH: PSEL: Tyrini: Palimbolus BF22,,Palimbolus BF22,,Pselaphini.BF01,Staphylinidae,Tyrini,No,4,Possible,No,No,Predator,Geophilous,Native
149,HYDRO: Paracymus BF01,,Paracymus BF01,,Paracymus.BF01,Hydrophilidae,Anacaenini,No,3,No,Yes,Yes,Predator,Aquatic,Native
573,ELAT: Parasaphes BF01 (Elaterid BF03),,Parasaphes BF01,,Elaterid.BF03,Elateridae,,No,10,No,Yes,No,Various,Ground/Vegetation,Native
574,ELAT: Parasaphes BF02 (Elaterid BF06),,Parasaphes BF02,,Elaterid.BF06,Elateridae,,No,8,No,Yes,No,Various,Ground/Vegetation,Native
664,CORY: Parmulini,,Parmulini spp.,,PARMULINI,Corylophidae,Parmulini,Yes,1,No,Yes,No,Fungivore,Various,Native
936,CHRYSO: Chrysomelinae: Paropsis BF01 (was Chyrsomelinae BF01) ,,Paropsis BF01,,Chyrsomelinae.BF01.Paropsis,Chyrsomelidae,Chrysomelinae,No,9.5,No,Yes,No,Herbivore,Vegetation,Native
937,CHRYSO: Chrysomelinae: Paropsisterna BF01,,Paropsisterna BF01,,Paropsisterna.BF01,Chyrsomelidae,Chrysomelinae,No,9.5,No,Yes,No,Herbivore,Vegetation,Native
938,CHRYSO: Chrysomelinae: Paropsisterna BF02,,Paropsisterna BF02,,Paropsisterna.BF02,Chyrsomelidae,Chrysomelinae,No,8,No,Yes,No,Herbivore,Vegetation,Native
939,CHRYSO: Chrysomelinae: Paropsisterna BF03,,Paropsisterna BF03,,Paropsisterna.BF03,Chyrsomelidae,Chrysomelinae,No,11,No,Yes,No,Herbivore,Vegetation,Native
438,PASS: Passalid BF01,,Passalid BF01,,Passalid.BF01,Passalidae,,No,40,No,Yes,No,Detritivore,Geophilous,Native
986,CHRYSO: Galerucinae: Pedethma BF01 (was Galerucinae BF2),,Pedethma BF01,,Galerucinae.Pedethma,Chyrsomelidae,Galerucinae,No,4,No,Yes,No,Herbivore,Vegetation,Native
1010,CURC: Aterpini: Pelororhinus BF04,,Pelororhinus BF04,,Pelororhinus.BF04,Curculionidae,Aterpini,No,11,No,Yes,No,Herbivore,Vegetation,Native
1011,CURC: Aterpini: Pelororhinus BF05,,Pelororhinus BF05,,,Curculionidae,Aterpini,No,10,No,Yes,No,Herbivore,Vegetation,Native
1012,CURC: Aterpini: Pelororhinus BF06,,Pelororhinus BF06,,Pelororhinus.BF05,Curculionidae,Aterpini,No,11,No,Yes,No,Herbivore,Vegetation,Native
647,TROG: Peltonyxa BF01,,Peltonyxa BF01,,Peltonyxa.BF1,Trogossitidae,Lophocaterinae,No,3,No,Yes,No,Predator,Geophilous,Native
15,CAR: BROS: Percosoma n.sp.,,Percosoma n.sp.,,Percosoma n.sp.,Carabidae,Broscini,No,20,Yes,No,No,Predator,Geophilous,Native
669,CORY: Periptyctus cf. eximius,,Periptyctus cf. eximius,,Periptyctus.cf.eximus,Corylophidae,Periptyctinae,No,3,Yes,No,No,Fungivore,Geophilous,Native
1276,CURC: Perperus BF01 (was Unknown BF30) ,,Perperus BF01,,Perperus.BF01,Curculionidae,Leptopiini,No,14,No,No,No,Herbivore,Vegetation,Native
115,CAR: PTER: Phaenaulax sp.,,Phaenaulax sp.,,Phaenaulax.BF1,Carabidae,Pterosctichini,No,8,Possible,No,No,Predator,Geophilous,Native
1031,CURC: Scolytinae: Phloeotribus sp. (Scolytinae BF02),,Phloeotribus sp.,,Scolytinae.BF02,Curculionidae,Scolytinae,No,2,No,Yes,No,Xylophage,Dead Wood,Native
1482,CURC: Phrynixini: Phrynixini BF01,,Phrynixini BF01,,Phrynixini.BF1,Curculionidae,Phyrnixini,No,5,No,Yes,No,Xylophage,Dead Wood,Native
481,SCARAB: MEL: Phyllotocus BF02,,Phyllotocus BF02,,Melolonthine.BF15,Scarabaeidae,Melolonthinae,No,6.5,No,Yes,No,Phytophage,Vegetation,Native
